COVID-19 Vaccinations in the United States
Date generated: Tue Jan 18 2022 13:47:08 GMT-0500 (Eastern Standard Time)
'Other' includes doses of vaccine administered or delivered that are not from Pfizer-BioNTech Moderna or J&J.

State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 50+ who have received a booster dose,Percent of fully vaccinated people 50+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Indian Health Svc,2656535,127546,N/A,2076252,99685,1855306,N/A,1045818,50.2,922072,N/A,830508,39.9,737537,N/A,1356015,1197920,102600,0,38474,986778,1050832,168,382975,410556,36971,6,382645,317980,36906,6,N/A,50.2,N/A,N/A,38.3,704582,0,1045818,173953,0,137136,0,77266,56461,3408,1,375912,0,0,1009504,0,808488,0,382893,388641,36948,6,2017837,0,0,1045490,0,830362,0,382904,410503,36949,6,2075750,0,0,214971,25.9,211125,28.6,133252,37.4,61999,45.2,105644,107849,1360,118,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Illinois,24609355,194205,249741,20606055,162613,18628474,189046,9360116,73.9,8304330,84.3,8250044,65.1,7384531,74.9,14961735,8500720,1146900,0,659931,7417075,12502070,26979,2739273,4890681,611622,8468,2731535,4035729,609003,8264,N/A,73.9,N/A,84.3,61.9,6976856,70.8,9360116,1952777,95,1775585,86.9,790658,897790,83487,3650,4924084,240995,1204430,8966641,82.7,7970794,73.5,2739158,4611606,611563,8467,19929378,183888,227070,9359091,78.5,8249836,69.2,2739175,4890627,611566,8468,20604896,172789,206370,3598452,43.6,3534801,47.9,2271914,60.7,1269559,71.5,1524637,2027380,45353,1082,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indiana,11749500,174526,227516,8789077,130552,8135699,157539,3966837,58.9,3610066,69.9,3539888,52.6,3269968,63.3,7080500,4091400,577600,0,296103,3206246,5258679,28049,1223785,2034023,274101,7979,1223441,1764878,273805,7844,N/A,58.9,N/A,69.9,49.6,3070198,59.5,3966837,993339,91.5,931370,85.8,455844,441093,30637,3796,2547731,234653,1082160,3853053,67.5,3476195,60.9,1223758,1970413,274075,7949,8613226,150976,205950,3966575,62.8,3539841,56.1,1223776,2034001,274085,7979,8788774,139198,186090,1397709,39.5,1373587,42,969579,52.8,582694,62.6,557075,821328,18586,720,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kansas,5430985,186419,245406,4216626,144736,3840720,173548,2060254,70.7,1855808,83.9,1685338,57.8,1527172,69,3118225,2061360,251400,0,130488,1617600,2464991,3547,610480,955090,119120,648,610094,797530,118990,558,N/A,70.7,N/A,83.9,54.8,1438843,65,2060254,517885,95,420791,88.5,200233,202039,18257,262,1167496,245537,1142190,1993299,81.3,1641869,67,610455,911676,119100,638,4106122,167481,221519,2060117,75.5,1685318,61.8,610472,955083,119115,648,4216477,154564,199084,630718,37.4,619095,40.5,424532,52,256803,61,278284,343167,9112,155,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kentucky,7887315,176542,227641,6068669,135835,5627743,162426,2835348,63.5,2596911,75,2451127,54.9,2260122,65.2,4298735,3212980,375600,0,227538,2511196,3327749,2186,948725,1296382,204399,1621,948363,1105968,204253,1538,N/A,63.5,N/A,75,51.5,2109980,60.9,2835348,714343,95,635577,84.7,290387,306033,38369,788,1714551,228435,1050850,2760962,72.5,2400451,63.1,948616,1245852,204368,1615,5942512,156129,207225,2834978,67.6,2451081,58.4,948716,1296368,204377,1620,6067580,144636,188014,958898,39.1,947446,41.9,680159,53.6,404126,63.6,438837,499517,20418,126,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Louisiana,7426150,159744,208532,5819748,125188,5452986,153124,2716140,58.4,2506490,70.4,2367819,50.9,2217045,62.3,4169230,2939020,317900,0,189754,2397579,3229492,2923,933371,1261981,171427,1040,932843,1111937,171239,1026,N/A,58.4,N/A,70.4,48.1,2085507,58.6,2716140,668403,90.2,630496,85.1,299659,308410,22218,209,1677392,226362,1002150,2667116,68,2345524,59.8,933341,1239746,171400,1037,5749101,146537,189282,2715916,62.5,2367752,54.5,933357,1261948,171407,1040,5819458,133863,170821,820452,34.7,812949,36.7,607981,48.6,372242,59,362937,446228,11231,56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Massachusetts,15365390,222929,277368,13530052,196301,12260070,221313,6404591,92.9,5722314,95,5209197,75.6,4662123,84.2,8978190,5783700,603500,0,391477,5345862,7792287,426,1849384,2986028,373600,185,1844027,2445581,372349,166,N/A,92.9,N/A,95,72.2,4427396,79.9,6404591,1368898,95,1088693,93.1,492404,522566,73655,68,3103036,265368,1314030,6141308,95,5015118,83.4,1849348,2792015,373571,184,13072471,217268,255377,6404168,95,5209169,79.7,1849375,2986014,373595,185,13529673,207030,235119,2292143,44,2246040,48.2,1363311,58.2,719682,66.1,1116239,1153031,22864,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maryland,14022440,231941,297654,10871398,179821,9778720,207572,4965700,82.1,4395278,93.3,4330084,71.6,3861603,82,8588320,4839120,595000,0,351909,3985861,6518422,15206,1466784,2542480,316917,3903,1466207,2075168,316575,3653,N/A,82.1,N/A,93.3,68.6,3676073,78,4965700,985514,95,891343,92.9,425183,410556,54520,1084,2454548,255843,1461590,4763248,92.3,4184630,81.1,1466715,2397278,316773,3864,10522192,203804,271601,4965096,87.4,4329972,76.2,1466752,2542440,316879,3901,10870690,191259,246711,1856067,42.9,1807837,46.8,1158252,59.6,618839,69.4,808881,1015903,30881,402,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maine,3049550,226865,278404,2603354,193671,2392855,218452,1174978,87.4,1068604,95,1032102,76.8,939217,85.7,1709130,1189220,151200,0,140593,1065491,1394186,3084,374123,527714,129593,672,374043,435044,129514,616,N/A,87.4,N/A,95,70.5,854452,78,1174978,320972,95,279100,95,127086,127274,24496,244,786085,275563,1069020,1133783,95,998233,84.2,374104,493888,129571,670,2528089,213352,257360,1174851,91.7,1032069,80.6,374116,527707,129574,672,2603214,203269,238121,509469,49.4,499679,53.2,351710,64.4,203349,72.9,239866,259245,9798,560,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marshall Islands,68980,88731,145132,48983,63008,45422,95567,26346,33.9,24414,51.4,23121,29.7,21646,45.5,9180,47700,12100,0,2590,42732,3659,2,19012,1532,2576,1,18976,102,2567,1,N/A,33.9,N/A,51.4,26.4,19095,40.2,26346,1388,37.2,1235,33.1,1121,1,113,0,2698,72294,1848340,26174,45.6,23072,40.2,19004,1494,2573,1,48758,84990,120239,26334,38.1,23114,33.4,19007,1531,2575,1,48965,70761,99685,1761,7.6,1758,8.1,689,13.3,181,14.7,1744,12,5,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michigan,18897780,189227,240953,14415999,144350,13320912,169846,6432930,64.4,5859725,74.7,5747857,57.6,5268142,67.2,10614360,7367520,915900,0,450628,5655320,8308030,2021,2105267,3231000,410554,1036,2104502,2752452,410238,950,N/A,64.4,N/A,74.7,54.8,4995884,63.7,6432930,1676241,94.9,1529618,86.6,764375,694231,70432,580,4197981,237792,1070450,6231681,72.5,5599393,65.1,2105206,3082631,410525,1031,14067242,163668,219869,6432548,68.3,5747803,61,2105246,3230982,410540,1035,14415582,153025,200605,2631443,45.8,2593305,49.2,1822425,60.4,1073626,70.2,1164305,1424882,42177,79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Minnesota,11382550,201831,262484,9447707,167523,8540778,196952,4088193,72.5,3621493,83.5,3739833,66.3,3334098,76.9,6907690,3980660,494200,0,348838,3468242,5627313,3314,1271566,2145582,321562,1123,1269287,1742690,321043,1078,N/A,72.5,N/A,83.5,63.3,3164171,73,4088193,932984,95,873674,94.9,367796,455279,50301,298,2451880,266398,1236720,3900435,81.6,3594510,75.2,1271532,2000323,321544,1111,9115921,190786,238224,4087695,77.3,3739777,70.7,1271558,2145549,321547,1123,9447168,178653,215252,1900444,50.8,1866623,56,1205376,68.7,683342,78.2,780661,1093030,26489,264,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Missouri,10453835,170329,219303,8308162,135369,7686022,161239,3889916,63.4,3551506,74.5,3291593,53.6,3025304,63.5,6168135,3870400,415300,0,242278,3023030,5040544,2310,1131706,1929432,229828,627,1131230,1664044,229566,464,N/A,63.4,N/A,74.5,50.9,2860291,60,3889916,1000645,94.2,877265,82.6,399624,437873,39605,163,2417523,227631,984319,3780417,72.2,3218469,61.5,1131691,1856362,229799,617,8124811,155181,199664,3889601,67.4,3291556,57.1,1131694,1929423,229812,627,8307826,143999,181196,1212946,36.8,1198296,39.6,857707,50.5,532247,60.7,504948,692891,15058,49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Northern Mariana Islands,117930,227440,326902,99793,192461,82025,227374,44047,84.9,34765,95,41407,79.9,33176,92,89910,24720,3300,0,1249,13841,84703,0,5085,35210,1112,0,5084,26980,1112,0,N/A,84.9,N/A,95,78.1,32268,89.4,44047,3152,84,3051,81.3,491,2445,115,0,8071,214997,3141450,40011,94.6,38126,90.2,5085,31929,1112,0,92474,218666,278860,44044,91.6,41407,86.1,5085,35210,1112,0,99790,207455,245167,15499,37.4,15237,45.9,7857,59.2,1991,65.3,3280,12079,140,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mississippi,4962915,166756,217904,3583981,120423,3345143,146874,1693334,56.9,1558520,68.4,1461387,49.1,1360061,59.7,2771555,1972560,218800,0,88338,1457867,2035429,2347,567452,811539,81578,818,567112,710673,81482,794,N/A,56.9,N/A,68.4,47,1298019,57,1693334,438046,90,400187,82.2,204223,178115,17462,387,1065386,218903,1019720,1663516,66,1445430,57.3,567437,795612,81563,818,3537841,140311,196830,1693189,60.6,1461358,52.3,567444,811529,81567,818,3583820,128329,177712,469556,32.1,465792,34.2,365333,46.1,225291,56.3,223083,239286,6824,363,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Montana,1807355,169105,215113,1475152,138022,1369675,163020,670739,62.8,613703,73,582941,54.5,537721,64,965095,738560,103700,0,58450,625292,789553,1857,230910,298751,52847,433,230778,253738,52780,425,N/A,62.8,N/A,73,50.9,498453,59.3,670739,193413,93.7,174319,84.4,83688,80523,9903,205,479365,232209,875500,651279,71,569637,62.1,230889,285475,52840,433,1442346,157187,196966,670628,66.6,582914,57.9,230894,298745,52842,433,1475005,146385,179368,248257,42.6,245728,45.7,178003,56.9,114171,65.5,118031,125525,4404,297,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Carolina,19765820,188460,241418,15431418,147133,14168833,173057,8280900,79,7576049,92.5,6029264,57.5,5512748,67.3,11509060,7352160,904600,0,498060,5776679,9155765,914,2112741,3450690,465694,139,2109664,2938693,464255,136,N/A,79,N/A,92.5,53.8,5124131,62.6,8280900,2116749,95,1488909,85,715766,719522,53557,64,4162977,237736,1128770,8050072,89.6,5882994,65.5,2112637,3304549,465669,139,15046171,167449,219974,8279886,83.8,6028972,61,2112698,3450458,465677,139,15430144,156202,200093,1367044,22.7,1344736,24.4,934193,31.4,544105,36.5,604359,738225,24447,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Dakota,1236460,162252,212490,1038798,136314,960308,165032,481180,63.1,440523,75.7,406049,53.3,373657,64.2,706780,477680,52000,0,38810,391628,608044,316,142270,228261,35513,5,142061,196227,35364,5,N/A,63.1,N/A,75.7,49.9,348145,59.8,481180,119924,95,101569,84.8,47818,49401,4349,1,288469,240702,1031720,466565,73.2,395737,62.1,142264,217961,35507,5,1011267,158693,194032,481096,68,406037,57.4,142266,228257,35509,5,1038702,146717,174651,157452,38.8,156249,41.8,109120,55.8,67436,66.4,69917,85188,2344,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nebraska,3570050,184555,244803,2947522,152373,2682359,183933,1303575,67.4,1164885,79.9,1172938,60.6,1057244,72.5,2169990,1251560,148500,0,90563,1071954,1779270,5735,405044,681121,85292,1481,404851,565776,85207,1410,N/A,67.4,N/A,79.9,57.8,1003249,68.8,1303575,303183,95,283069,90.6,137614,137727,6841,887,802070,256697,1142570,1255516,77.6,1138114,70.4,405009,646363,85270,1472,2864107,177080,220727,1303323,72.3,1172882,65,405024,681100,85277,1481,2947207,163413,197948,518692,44.2,509206,48.2,338817,61.5,201032,71,206303,306900,5199,290,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Hampshire,3084330,226837,279262,2491120,183210,2292435,207562,1392070,95,1288400,95,924321,68,850543,77,1820590,1093540,170200,0,111129,935782,1444130,79,336380,505769,82080,92,336118,432317,82022,86,N/A,95,N/A,95,62.8,780215,70.6,1392070,406424,95,235459,92.8,97379,120867,17174,39,681581,268483,1214950,1357498,95,904107,75.4,336273,485689,82053,92,2436486,203283,257334,1391138,95,924101,71.3,336275,505680,82054,92,2489931,192111,237972,160267,17.3,157686,18.5,102827,21,51247,21.8,75826,80671,3760,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Jersey,19723075,222052,284046,15555407,175130,14127488,203460,7617639,85.8,6838291,95,6357680,71.6,5735472,82.6,11746075,7059100,917900,0,543025,5951580,9059526,1276,2235922,3622175,499022,561,2235203,3001060,498678,531,N/A,85.8,N/A,95,67.6,5383192,77.5,7617639,1575798,95,1331558,90.2,619948,619544,91890,176,3580326,242646,1336670,7361345,95,6184027,81.2,2235856,3448681,498934,556,15131796,198622,258888,7616666,91,6357562,76,2235890,3622147,498965,560,15554411,185891,235710,2463873,38.8,2416611,42.1,1549202,53,819362,61.5,1097850,1314858,51134,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Mexico,4014045,191434,247629,3551811,169390,3228272,199154,1725960,82.3,1536968,94.8,1408798,67.2,1263529,77.9,2257105,1571640,185300,0,113264,1455652,1975322,7573,540111,761725,104925,2037,539688,617064,104771,2006,N/A,82.3,N/A,94.8,63.7,1190465,73.4,1725960,410414,95,344936,91.3,161464,161490,20959,1023,939848,248896,1063030,1663732,93.1,1369092,76.6,540070,722076,104909,2037,3455504,193322,224571,1725769,87.3,1408749,71.3,540095,761701,104916,2037,3551601,179751,203156,601846,42.7,591405,46.8,390034,57.8,222767,64.6,257151,335797,8800,98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nevada,5354190,173829,224258,4475063,145287,4137497,173297,2191927,71.2,2002261,83.9,1766088,57.3,1629915,68.3,3268710,1831680,253800,0,179847,1557841,2736864,511,585155,1013518,167357,58,585052,877498,167309,56,N/A,71.2,N/A,83.9,53,1497170,62.7,2191927,486883,95,404959,81.6,186899,192309,25720,31,1120527,225925,1079540,2143625,81.8,1737477,66.3,585151,984915,167353,58,4396858,167704,204218,2191870,75.7,1766076,61,585151,1013513,167354,58,4474993,154599,184973,586144,33.2,579200,35.5,399537,48.2,234361,57.9,245366,330480,10298,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New York State,41588865,213785,269615,35680468,183414,32718840,212112,16754477,86.1,15160906,95,14200104,73,12916499,83.7,25175965,14588900,1824000,0,1371841,13046783,21245100,16744,4837892,8139105,1218611,4496,4835240,6859595,1217608,4056,N/A,86.1,N/A,95,68.4,12029969,78,16754477,3406177,95,2938416,89.1,1387168,1364484,185101,1663,8112033,246107,1261740,16209731,95,13829131,82.4,4837292,7769042,1218421,4376,34765810,207270,247948,16752703,91.4,14199697,77.5,4837775,8138940,1218504,4478,35678190,194680,226932,5327251,37.5,5239716,40.6,3355109,52.8,1824266,62.1,2358412,2877665,90881,293,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ohio,20928345,179042,229702,16541410,141511,15311120,168049,7187330,61.5,6548804,71.9,6548240,56,6012985,66,12168465,7802680,957200,0,604649,6340858,9576762,19141,2330605,3675834,536748,5053,2330001,3141543,536501,4940,N/A,61.5,N/A,71.9,53,5661973,62.1,7187330,1874371,91.6,1767491,86.4,798719,875740,90566,2466,4884123,238678,1022730,6966173,69.7,6383481,63.8,2330587,3511106,536736,5052,16151207,161501,209269,7187082,65.3,6548210,59.5,2330598,3675817,536742,5053,16541147,150398,190288,3047712,46.5,3001936,49.9,2093285,60.9,1239201,70.1,1322207,1672428,52589,488,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
